file_name,label
/Volumes/SamDick/Grad Project/Data/ML/train/126.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/127.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/128.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/129.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/130.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/131.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/132.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/133.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/134.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/135.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/136.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/137.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/138.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/139.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/140.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/141.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/142.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/143.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/144.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/145.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/146.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/147.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/148.npy,1
/Volumes/SamDick/Grad Project/Data/ML/train/149.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/150.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/151.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/152.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/153.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/154.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/155.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/156.npy,1
/Volumes/SamDick/Grad Project/Data/ML/train/157.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/158.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/159.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/160.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/161.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/162.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/163.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/164.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/165.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/166.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/167.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/168.npy,1
/Volumes/SamDick/Grad Project/Data/ML/train/169.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/170.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/171.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/172.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/173.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/174.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/175.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/176.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/177.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/178.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/179.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/180.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/181.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/182.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/183.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/184.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/185.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/186.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/187.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/188.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/189.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/190.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/191.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/192.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/193.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/194.npy,1
/Volumes/SamDick/Grad Project/Data/ML/train/195.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/196.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/197.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/198.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/199.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/200.npy,1
/Volumes/SamDick/Grad Project/Data/ML/train/201.npy,1
/Volumes/SamDick/Grad Project/Data/ML/train/202.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/203.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/204.npy,1
/Volumes/SamDick/Grad Project/Data/ML/train/205.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/206.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/207.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/208.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/209.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/210.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/211.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/212.npy,1
/Volumes/SamDick/Grad Project/Data/ML/train/213.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/214.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/215.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/216.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/217.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/218.npy,1
/Volumes/SamDick/Grad Project/Data/ML/train/219.npy,1
/Volumes/SamDick/Grad Project/Data/ML/train/220.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/221.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/222.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/223.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/224.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/225.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/226.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/227.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/228.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/229.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/230.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/231.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/232.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/233.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/234.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/235.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/236.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/237.npy,1
/Volumes/SamDick/Grad Project/Data/ML/train/238.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/239.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/240.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/241.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/242.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/243.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/244.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/245.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/246.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/247.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/248.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/249.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/250.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/251.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/252.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/253.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/254.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/255.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/256.npy,1
/Volumes/SamDick/Grad Project/Data/ML/train/257.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/258.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/259.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/260.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/261.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/262.npy,1
/Volumes/SamDick/Grad Project/Data/ML/train/263.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/264.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/265.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/266.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/267.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/268.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/269.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/270.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/271.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/272.npy,1
/Volumes/SamDick/Grad Project/Data/ML/train/273.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/274.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/275.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/276.npy,1
/Volumes/SamDick/Grad Project/Data/ML/train/277.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/278.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/279.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/280.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/281.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/282.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/283.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/284.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/285.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/286.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/287.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/288.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/289.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/290.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/291.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/292.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/293.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/294.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/295.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/296.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/297.npy,1
/Volumes/SamDick/Grad Project/Data/ML/train/298.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/299.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/300.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/301.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/302.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/303.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/304.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/305.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/306.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/307.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/308.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/309.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/310.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/311.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/312.npy,1
/Volumes/SamDick/Grad Project/Data/ML/train/313.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/314.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/315.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/316.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/317.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/318.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/319.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/320.npy,1
/Volumes/SamDick/Grad Project/Data/ML/train/321.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/322.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/323.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/324.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/325.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/326.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/327.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/328.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/329.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/330.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/331.npy,1
/Volumes/SamDick/Grad Project/Data/ML/train/332.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/333.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/334.npy,1
/Volumes/SamDick/Grad Project/Data/ML/train/335.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/336.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/337.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/338.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/339.npy,1
/Volumes/SamDick/Grad Project/Data/ML/train/340.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/341.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/342.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/343.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/344.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/345.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/346.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/347.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/348.npy,1
/Volumes/SamDick/Grad Project/Data/ML/train/349.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/350.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/351.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/352.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/353.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/354.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/355.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/356.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/357.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/358.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/359.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/360.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/361.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/362.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/363.npy,1
/Volumes/SamDick/Grad Project/Data/ML/train/364.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/365.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/366.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/367.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/368.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/369.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/370.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/371.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/372.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/373.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/374.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/375.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/376.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/377.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/378.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/379.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/380.npy,1
/Volumes/SamDick/Grad Project/Data/ML/train/381.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/382.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/383.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/384.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/385.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/386.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/387.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/388.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/389.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/390.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/391.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/392.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/393.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/394.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/395.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/396.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/397.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/398.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/399.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/400.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/401.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/402.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/403.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/404.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/405.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/406.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/407.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/408.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/409.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/410.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/411.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/412.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/413.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/414.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/415.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/416.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/417.npy,1
/Volumes/SamDick/Grad Project/Data/ML/train/418.npy,1
/Volumes/SamDick/Grad Project/Data/ML/train/419.npy,1
/Volumes/SamDick/Grad Project/Data/ML/train/420.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/421.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/422.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/423.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/424.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/425.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/426.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/427.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/428.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/429.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/430.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/431.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/432.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/433.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/434.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/435.npy,0
/Volumes/SamDick/Grad Project/Data/ML/train/436.npy,0
